,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
11,US,39416583,R2X9MN0B0MVUZT,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['stars'],['works'],8/27/2015
12,US,31487975,R35P4D0NHKAGKE,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,1,1,N,Y,['stars'],"['love', 'gives', 'space', 'kitchen', 'con', 'price']",8/27/2015
13,US,26976013,R2V6PXBBC9ZPKZ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,3,0,1,N,Y,"['wife', 'insist', 'buy']","['wife', 'microwave', 'ge', 'credit', 'peel', 'tell', 'wife', 'ok', 'alittle', 'use']",8/27/2015
14,US,43393377,R1MTXPHNTE0OEM,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,3,3,N,N,"['device', 'need', 'death', 'go']","['lg', 'week', 'week', 'lg', 'microwave', 'microwave', 'month', 'brand', 'microwave', 'work', 'month', 'lg', 'month', 'lowes', 'home', 'depot', 'blog', 'brand', 'microwave', 'fail', 'lg', 'court', 'problem', 'failure', 'piece', 'junk', 'counter', 'situation', 'machine', 'damage', 'recall', 'product']",8/26/2015
15,US,51425093,RR48906IDDC7R,B00NXRHIO8,692404913,samsung counter top microwave,Major Appliances,5,1,1,N,Y,"['week', 'powder']","['had', 'week', 'powder', 'grill', 'plate', 'bulkier', 'food']",8/25/2015
16,US,46888195,R3BRGLMPYWFS2N,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,1,5,7,N,Y,"['got', 'feature', 'fun']","['light', 'door', 'cook', 'matter', 'try', 'unplug', 'rotate', 'heat', 'get', 'use', 'grill', 'feature', 'fun']",8/25/2015
17,US,7686469,R1FB7BN6Z0L3XO,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,1,2,N,Y,['story'],"['story', 'year', 'cube', 'microwave', 'garage', 'sale', 'daughter', 'small', 'space', 'etc', 'home', 'home', 'lot', 'space', 'no', 'room', 'range', 'my', 'whirlpool', 'cube', 'space', 'kitchen', 'love', 'love', 'love', 'price', 'pocket', 'book', 'lol']",8/24/2015
18,US,46694531,R3U4EMQXXN5ZWA,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['love', 'nuke']","['price', 'december', 'month', 'my', 'complaint', 'glass', 'carousel', 'gear', 'center', 'rattle', 'sound', 'turn', 'see', 'nevertheless', 'carousel', 'buy', 'love', 'use', 'cooking', 'time', 'minute', 'turn', 'start', 'time', 'people', 'button', 'push', 'microwave', 'move', 'experience', 'seldom', 'use', 'program', 'potato', 'experience', 'burn', 'minibag', 'popcorn', 'sense', 'need', 'stop', 'cooking', 'benefit', 'contributes', 'cu', 'volume', 'size', 'buy', 'amazon', 'purpose']",8/24/2015
19,US,20673186,RCFH27W77OTPH,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['product', 'size', 'work']","['slide', 'door', 'product', 'size', 'work', 'kitchen', 'design', 'push', 'wall', 'slide']",8/24/2015
20,US,16397097,R2R63T6FP7G9JL,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['stars'],"['microwave', 'price']",8/24/2015
21,US,12457810,RLQM6VC4WYV08,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,1,1,N,N,['timer'],"['microwave', 'button', 'world', 'timer', 'timer', 'everything', 'kitchen', 'timer']",8/24/2015
22,US,14228362,R3YSEIBEK0XYT,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,"['delivery', 'product']",['delivery'],8/24/2015
23,US,42678211,R9HXJK5NX9IPY,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['mircorwave'],8/24/2015
24,US,14546777,R14FJ9TGHJN8X8,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,"['whirlpool', 'wmc20005yw', 'ft']","['size', 'love', 'control', 'bottom', 'counter', 'space', 'limit', 'peer', 'would', 'dorm', 'room']",8/23/2015
25,US,13560534,R36FKD0RA85LD2,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,1,2,N,Y,"['danby', 'cuft', 'unit']","['unit', 'cooks', 'door', 'move', 'unit', 'light', 'unit', 'door', 'buttons', 'convenient', 'cook', 'direction', 'difference', 'power', 'level', 'went', 'unit', 'review', 'size', 'price']",8/21/2015
26,US,1316798,RV08WAK7KQ5C8,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,1,2,N,Y,['stars'],['satisfy'],8/21/2015
27,US,16996448,RUMJPRPFJFIZ2,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,"['sharp', 'carousel', 'ii']","['sharp', 'carousel', 'ii', 'microwave', 'coat', 'first', 'sand', 'rust', 'spot', 'show']",8/20/2015
28,US,42040790,R29HSQ1GJXRRXH,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['purchase', 'microwave', 'job']","['purchase', 'microwave', 'job', 'price']",8/20/2015
29,US,19768842,RRO2C7LNHYSSL,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,['stars'],['result'],8/20/2015
30,US,36581725,ROKWTKVHCUN0D,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['product', 'time']",8/20/2015
31,US,9939829,R23IP4R4VPCU7W,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,2,2,N,Y,['truckers'],"['perfect', 'truck', 'watt', 'watt', 'inverter']",8/20/2015
32,US,38328350,R3ALDVS4RB8YJD,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,47,53,N,Y,"['gap', 'right']","['mine', 'light', 'gap', 'top', 'corner', 'submit', 'question', 'star', 'review', 'bang', 'door', 'heat', 'question', 'picture', 'gap', 'update', 'well', 'gap', 'feature', 'operation', 'way', 'heat', 'leftover', 'work', 'try', 'cook', 'door', 'updating', 'review', 'star', 'gap']",8/19/2015
33,US,30384634,R7LFUNGK7ZW6L,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,['stars'],"['works', 'preparation']",8/19/2015
34,US,33685362,RYUZHTA87W6I9,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,3,0,1,N,N,['idiot'],"['star', 'order', 'get', 'message', 'page', 'product', 'well', 'rate', 'product', 'older', 'sharp', 'model', 'r', 'sharps', 'page', 'repair', 'oem', 'well', 'guess', 'order', 'rmotda252wrzz', 'however', 'my', 'burn', 'sharp', 'motor', 'rmotda264wrzz', 'rpm', 'v', 'money', 'part', 'stupid', 'know']",8/19/2015
35,US,47830216,R2UQX5X29O3ICI,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['look'],"['order', 'boat', 'look', 'time', 'terry']",8/19/2015
36,US,34078104,R3MSBQ3L6OIFIP,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,5,0,0,N,Y,['stars'],[],8/18/2015
37,US,52830657,RPR2PCYD8LDEM,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,[],"['hurry', 'buy', 'brand', 'machine']",8/18/2015
38,US,48862363,R17Z5LA3XNPOSX,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,0,1,N,Y,"['unit', 'took', 'fiddling', 'install']","['unit', 'took', 'unit']",8/18/2015
39,US,13408354,R1V1MIFZU32A97,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,3,3,N,Y,"['whirlpool', 'mini']","['cube', 'micro', 'year', 'year', 'service', 'love', 'cube', 'shape', 'risk', 'order', 'gem', 'size', 'power', 'microwave', 'would', 'purchase', 'totally', 'price']",8/18/2015
40,US,43476708,R33HSAVWTVNLG6,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,0,1,N,Y,['stars'],"['love', 'lg', 'product', 'got', 'product', 'manner']",8/18/2015
41,US,43776930,R37VRG2JRLUORR,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,2,2,N,Y,['bill'],"['works', 'just', 'right', 'size', 'dig', 'feature', 'start', 'minute', 'number', 'button', 'glass', 'rotator', 'star', 'count', 'button', 'size', 'handle', 'light', 'door', 'seal', 'combination', 'door', 'side', 'pressure', 'door', 'think', 'rubber', 'foot', 'add']",8/17/2015
42,US,2200793,R1UFH7URKHIN3E,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,1,1,N,Y,['item'],"['came', 'brand', 'package', 'item']",8/17/2015
43,US,43357025,R3M0JKAJ6MB493,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,1,N,Y,['heat'],"['cook', 'feature', 'timer', 'machine', 'heat']",8/16/2015
44,US,47563179,RE5FI6X7K940Q,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['got', 'thank']",8/15/2015
45,US,52927350,R4IVJK585QSVN,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,4,0,0,N,N,"['microwave', 'u']","['microwave', 'sure', 'paint', 'peel', 'year', 'scrap', 'thing', 'style', 'front', 'jenn', 'aire', 'stove', 'cooking', 'wise', 'fine', 'year', 'life', 'struggle', 'replacement', 'space', 'match']",8/15/2015
46,US,45699801,R191WJ8DHZTEB3,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,6,9,N,Y,"['look', 'cook', 'water', 'room']","['problem', 'heat', 'function', 'try', 'heat', 'water', 'microwave', 'express', 'cook', 'water', 'room', 'temperature', 'function', 'none', 'surface', 'vent', 'fan', 'work', 'install', 'trouble', 'install', 'order', 'amazon', 'contact', 'seller', 'home', 'care', 'company', 'saturday', 'work', 'day', 'respond', 'home', 'care', 'company', 'recommend', 'buy', 'product', 'buy', 'online']",8/15/2015
47,US,21251181,RX0KIGMX2MNAG,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,0,0,N,N,[],['counting'],8/13/2015
48,US,9762969,R33QQZWE5WZ1MK,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,5,1,1,N,Y,"['easy', 'looks', 'works']","['ge', 'easy', 'use', 'touchpad', 'installation', 'installation', 'appliance', 'someone', 'review', 'right', 'people', 'lift', 'place']",8/13/2015
49,US,33552683,R2XD9H8S4VPDDT,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,3,4,N,Y,"['great', 'microwave']","['install', 'work', 'button']",8/13/2015
50,US,15901046,R2OXNE998ILXLZ,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,"['amazon', 'review', 'mislead']","['amazon', 'purchase', 'hate', 'deeply', 'purchasing', 'giant', 'sits', 'surface', 'heat', 'food', 'less', 'money', 'shocked', 'amazon', 'review', 'spot']",8/12/2015
51,US,32907120,R1CXMZHGT72D65,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,0,1,N,Y,['stars'],"['part', 'easy']",8/12/2015
52,US,121139,RUXO2SYPJHRAR,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,N,[],"['review', 'upmarket', 'brand', 'lg', 'panasonic', 'canadian', 'wal', 'mart', 'thing', 'notice', 'steel', 'front', 'and', 'look', 'food', 'service', 'steel', 'paint', 'quality', 'otr', 'mobile', 'home', 'moment', 'lg', 'watt', 'rv', 'runner', 'july', 'lot', 'money', 'microwave', 'couple', 'year', 'danby', 'replacement', 'warranty', 'time', 'refund', 'money', 'fair', 'thou', 'read']",8/11/2015
53,US,13920155,R1DDJOZCYZBOT9,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,5,2,3,N,Y,"['enjoy', 'travel', 'rv']","['enjoy', 'travel', 'rv', 'sharp', 'convection']",8/11/2015
54,US,42272630,R2A9T9J3IZ5H5E,B002I9QFNC,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,Major Appliances,1,6,6,N,N,"['won', 'buying', 'bosch']","['month', 'everyone', 'dealing', 'bosch', 'customer', 'service', 'group', 'require', 'phone', 'call', 'part', 'order', 'warranty', 'tech', 'install', 'part', 'free', 'trim', 'discover', 'part', 'handle', 'piece', 'remove', 'drill', 'metal', 'get']",8/10/2015
55,US,35553621,R3EPBXK1X7BZDI,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,Y,"['microwave', 'job']","['product', 'job', 'home', 'stove', 'unit', 'rental', 'order', 'a', 'thing', 'install', 'tenants', 'case', 'unit', 'functionality', 'whirlpool', 'feature', 'benefit']",8/10/2015
56,US,39828584,R1HFUJLGGZLA2X,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,Y,['stars'],['love'],8/9/2015
57,US,12284007,R1SGRCSYQEMI0F,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,5,0,0,N,Y,"['great', 'drawer', 'microwave']","['look', 'home', 'home', 'build', 'model', 'kitchen', 'dish', 'heat']",8/9/2015
58,US,17681666,R198VUDI60EYSE,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,4,4,N,Y,"['microwave', 'work', 'march']","['microwave', 'work', 'march', 'day', 'will', 'danby', 'microwave']",8/9/2015
59,US,15944240,R2VDH787K2ZDVS,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,2,3,N,Y,"['point', 'annoy', 'purchase']","['door', 'very', 'point', 'annoy', 'purchase', 'deal', 'noise', 'time', 'plastic', 'cover', 'button', 'work', 'fine']",8/9/2015
60,US,11216874,RJSZGT70TBDBX,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,Y,[],"['college', 'student', 'use', 'box', 'looks']",8/9/2015
61,US,24044335,R1LKTKXR8G1437,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,Y,['stars'],['awesome'],8/9/2015
62,US,5679534,R2UDBTRZJPU09T,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,Y,['way'],"['microwave', 'reheat', 'function', 'work', 'way', 'mode', 'cook', 'time']",8/8/2015
63,US,2715832,R2487ZJ2GCE02N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['item'],8/7/2015
64,US,16496840,R33PO0Y4KJSRIB,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,[],"['get', 'limit', 'counter', 'space', 'apartment', 'talk', 'microwave', 'size', 'size', 'fool', 'size', 'dinner', 'star', 'sleek', 'design', 'function', 'love']",8/6/2015
65,US,16779914,R32U84HFYW9RAB,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['price', 'microwave']","['use', 'express', 'press', 'digit', 'kitchen', 'kitchen', 'space', 'bring', 'flight', 'stairs', 'really', 'heat', 'food', 'great', 'price']",8/6/2015
66,US,18164108,R243KI1FG0AU9V,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,2,2,N,Y,['smelly'],"['microwave', 'work', 'number', 'spot', 'spot', 'bare', 'metal', 'paint', 'cover', 'spot', 'layer', 'remainder', 'e', 'color', 'appearance', 'issue', 'week', 'air', 'couple', 'week', 'overall', 'yr', 'microwave']",8/5/2015
67,US,37140085,R2WZZTZYTMETND,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,2,2,N,Y,['beauty'],"['micro', 'love']",8/5/2015
68,US,13834456,R3E7YAWJUADFEN,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,[],"['price', 'work', 'compact', 'look']",8/5/2015
69,US,16390693,R2DJ78G40RCH9Z,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,0,0,N,Y,['excellent'],"['love', 'shape', 'size', 'kitchen']",8/4/2015
70,US,41449260,RN8OH8WQQAE3Z,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,[],"['had', 'hear', 'brand', 'was', 'purchase', 'really', 'look', 'great', 'value']",8/4/2015
71,US,38581912,R1J4VBBQ7CY8LY,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,1,4,6,N,N,"['whirlpool', 'turn', 'garbage']","['year', 'start', 'look', 'hv', 'diode', 'hv', 'capacitor', 'part', 'damage', 'magnetron', 'microwave', 'order', 'part', 'fix', 'truly', 'whirlpool', 'product', 'match', 'whirlpool', 'gold', 'door', 'buy', 'time', 'worth', 'repair', 'year', 'cheaply', 'piece', 'garbage']",8/4/2015
72,US,1103910,RRC3S9SHXY1XP,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,Y,['stars'],[],8/4/2015
73,US,35729606,R2S6C5PBXVCHFD,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],[],8/4/2015
74,US,993508,R1RCBMXTERHOHJ,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,Y,['stars'],['operates'],8/3/2015
75,US,14065351,RTRM5DKF96E9D,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,"['size', 'space']","['size', 'space', 'fit', 'quality']",8/2/2015
76,US,17321040,R32N9OYUHZYHKB,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,2,21,22,N,Y,['design'],"['version', 'work', 'size', 'model', 'mount', 'position', 'bracket', 'screw', 'so', 'screw', 'e', 'distance', 'side', 'engineering', 'center', 'gravity', 'second', 'grey', 'cannot', 'food', 'panel', 'tint', 'ft', 'tall', 'cannot', 'light', 'further', 'mount', 'bracket', 'bent', 'use', 'disappoint', 'lg', 'design', 'backward', 'compatibility', 'model']",8/2/2015
77,US,36366886,R39MLY03O5BEIB,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['stars'],"['wonder', 'beep']",8/2/2015
78,US,197189,R24L0SMFBBZ6HY,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,0,0,N,Y,['stars'],[],8/1/2015
79,US,20539817,R30L6DPZXQ6JDR,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['looks', 'works']","['looks', 'works', 'use', 'may', 'issue', 'stainless', 'food', 'beverage', 'heat', 'great', 'deal']",8/1/2015
80,US,16297085,R3B1AXP92P40OK,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,Y,['stars'],"['love', 'versatality']",8/1/2015
81,US,280305,R199R4XPI71OP6,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['great', 'microwave']","['heat', 'food', 'use', 'star', 'size', 'make', 'room', 'mine', 'fridge', 'push', 'button', 'door', 'ideal', 'door', 'handle']",8/1/2015
82,US,19177520,R24NEPZ4WFT7C0,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,2,2,N,Y,[],"['dial', 'time', 'efficient']",8/1/2015
83,US,50523787,R1PIZ8HOJNUTAF,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,['pos'],"['receive', 'packaging', 'refund', 'brilliant', 'lol']",7/31/2015
84,US,33249410,R2B33BCFFCQ4DW,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,Y,"['value', 'price']","['power', 'get', 'job', 'value', 'money', 'office', 'microwave', 'value', 'takes', 'bit', 'unit', 'power', 'work']",7/31/2015
85,US,13197869,R23V86M1E49J6O,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,0,0,N,Y,"['samsung', 'grill', 'combi', 'feature']","['delivery', 'look', 'cannot', 'wait', 'try', 'grill', 'function', 'instruction', 'book', 'functionality']",7/31/2015
86,US,45652326,R2E1MRFF2ETWMV,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['great', 'product']",7/30/2015
87,US,177021,R7AL22LD3THYB,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,N,"['product', 'price']","['look', 'work', 'deal', 'price']",7/30/2015
88,US,11879950,R3RHTF0LIO1OBB,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,[],"['purchase', 'january', 'july', 'work', 'microwave', 'stop', 'work', 'clock', 'everything', 'money', 'most', 'microwave', 'year', 'year', 'month', 'disappoint']",7/28/2015
89,US,48892420,R1AJIP6XR52IJV,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,3,3,N,Y,['microwave'],"['use', 'reheat', 'coffee', 'house', 'kind', 'meh', 'biggie', 'weekend', 'coffee', 'cave', 'microwave', 'kitchen', 'counter', 'space', 'am', 'so', 'freaking', 'happy', 'with', 'this', 'microwave', 'cook', 'microwave', 'option', 'something', 'heat', 'beverage', 'reheat', 'something', 'guy', 'have', 'mention', 'cute']",7/28/2015
90,US,46912055,R23Q0HY498I6ZP,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['size'],"['range', 'microwave', 'range', 'hood', 'pantry', 'fit', 'bill', 'plate', 'power', 'level', 'cook', 'use', 'microwave', 'feature', 'button', 'speed', 'start', 'zap', 'something', 'minute', 'etc', 'handy']",7/27/2015
91,US,47026253,R2CJ5TXV3GIRDY,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,1,2,N,Y,"['microwave', 'died', 'six', 'months']","['buy', 'parent', 'christmas', 'month', 'my', 'father', 'attempt', 'refund', 'process', 'month', 'run', 'don', 'product']",7/27/2015
92,US,18232646,R2L4EY0P304JL8,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,4,11,14,N,Y,"['nice', 'look']","['look', 'unit', 'right', 'schedule', 'package', 'damage', 'feature', 'fan', 'unit', 'my', 'complaint', 'note', 'couple', 'others', 'instruction', 'screw', 'place', 'fortunately', 'micro', 'way', 'home', 'unit', 'match', 'lg', 'appliance', 'update', 'use', 'micro', 'ta']",7/27/2015
93,US,47026587,R3MIJAFRTBPML3,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,4,0,0,N,Y,['stars'],"['power', 'horse', 'space', 'kitchen']",7/27/2015
